client_id,product_1,product_2,product_3,product_4,product_5,age,annual_income,previous_purchases,purchase_next_month
13881,1,1,1,0,1,40,64520,9,1
13882,0,1,1,0,0,29,45520,5,0
13883,0,0,0,0,1,22,67851,4,0
13884,1,1,1,1,1,34,74944,8,1
13885,0,0,0,0,1,51,74239,2,1
13886,1,1,1,0,1,22,92121,7,0
13887,1,1,1,0,0,60,29706,5,0
13888,0,1,0,0,0,66,53813,0,0
13889,1,1,0,0,1,30,57998,3,1
13890,0,0,1,1,0,53,20702,6,1
13891,0,0,1,1,0,68,55538,2,0
13892,1,0,0,0,1,51,81250,6,1
13893,1,0,0,0,0,65,25405,4,0
13894,1,1,0,0,1,64,34390,7,1
13895,0,0,1,1,1,50,89181,0,1
13896,1,0,1,1,0,40,43629,1,0
13897,0,0,0,0,1,44,66844,5,1
13898,0,1,0,0,1,56,45849,5,1
13899,1,0,1,1,1,60,40112,0,0
13900,1,1,0,1,0,25,30620,9,1
13901,1,0,1,1,0,40,55866,5,1
13902,0,0,1,1,0,69,71176,3,0
13903,1,0,1,1,0,31,53534,0,0
13904,0,0,0,0,1,25,55429,9,0
13905,1,1,1,1,0,60,97363,9,0
13906,1,1,1,1,0,35,27077,0,0
13907,0,1,0,1,1,37,26481,4,0
13908,0,0,0,1,1,22,45509,2,1
13909,1,0,1,1,0,56,28902,7,0
13910,1,1,1,0,1,58,97171,1,0
13911,1,0,0,1,0,48,71936,1,1
13912,1,1,1,1,0,60,78518,9,0
13913,1,0,0,0,0,21,26070,8,1
13914,0,1,1,0,1,59,71124,2,1
13915,0,1,1,0,1,65,59882,1,0
13916,0,1,1,0,1,67,36546,8,1
13917,0,0,1,0,0,35,49994,5,0
13918,1,0,0,0,0,34,73193,9,0
13919,0,0,1,1,1,19,81749,9,0
13920,0,0,0,0,0,52,85403,5,0
13921,0,1,1,1,0,29,32264,4,0
13922,1,0,0,1,0,21,79215,9,1
13923,0,1,1,1,1,33,49106,9,0
13924,1,0,0,1,1,65,46387,4,0
13925,0,1,1,1,1,23,40700,0,1
13926,1,1,1,1,1,41,49779,2,1
13927,0,0,1,1,1,29,40057,4,1
13928,1,0,1,1,0,37,54176,9,1
13929,0,1,0,1,0,61,35778,4,1
13930,1,1,0,1,0,47,48275,4,0
13931,1,0,1,0,0,65,87599,6,1
13932,0,1,1,0,1,37,88167,9,0
13933,1,1,0,1,0,23,52703,9,0
13934,1,1,1,0,1,43,95336,7,0
13935,0,0,0,0,0,28,93292,0,1
13936,0,0,0,0,1,21,70204,6,1
13937,1,0,0,1,0,55,36096,6,0
13938,0,1,1,1,0,32,87669,3,1
13939,0,1,0,1,0,52,64188,7,0
13940,0,0,0,0,0,27,80604,2,1
13941,1,0,0,1,1,37,81350,2,1
13942,1,0,0,0,1,43,55621,3,1
13943,1,1,0,1,0,53,78385,6,0
13944,1,0,1,1,1,57,87488,1,1
13945,1,0,1,1,1,31,35732,9,0
13946,1,1,0,0,0,39,59682,5,1
13947,1,1,1,1,1,51,94958,3,0
13948,0,1,0,1,1,56,75466,7,1
13949,1,0,1,0,0,57,30876,2,1
13950,1,1,0,1,1,31,82007,8,0
13951,0,0,1,0,0,67,98913,6,1
13952,0,1,1,1,0,45,58671,6,0
13953,0,1,0,1,1,26,35839,6,1
13954,1,0,0,1,1,51,93523,3,0
13955,0,0,0,1,0,56,44246,1,0
13956,1,0,0,0,1,32,31906,9,1
13957,1,1,1,0,1,66,59853,4,1
13958,1,1,0,0,0,22,84078,6,1
13959,0,1,0,1,0,33,21230,5,0
13960,0,0,0,1,0,60,67191,5,0
13961,1,0,0,1,0,42,82363,6,1
13962,1,1,0,0,1,55,21906,9,1
13963,1,1,0,0,1,29,79488,4,1
13964,0,1,0,0,1,36,69149,0,0
13965,1,1,0,0,1,26,77656,6,1
13966,0,0,1,1,0,31,59024,5,0
13967,1,0,1,1,1,52,83206,3,1
13968,0,1,0,0,1,45,98461,5,0
13969,1,0,0,1,1,31,87985,7,0
13970,0,0,1,1,1,53,87156,9,1
13971,0,1,1,1,0,28,33075,4,0
13972,0,1,1,1,1,56,69335,7,1
13973,0,1,1,1,0,59,51282,3,1
13974,0,0,0,1,0,48,46090,5,1
13975,0,0,1,0,1,42,92614,7,0
13976,1,0,1,0,1,30,82925,2,0
13977,1,0,0,0,0,35,39176,1,1
13978,1,1,0,1,1,39,84816,1,0
13979,1,1,0,0,1,61,54612,0,1
13980,0,1,1,0,1,23,45330,7,1
13981,1,1,1,1,0,55,98821,2,0
13982,0,1,0,1,1,40,22244,7,0
13983,0,1,0,0,0,66,60559,0,1
13984,0,1,1,1,1,59,89627,5,0
13985,1,0,1,1,1,53,86718,8,1
13986,0,1,0,0,1,59,67031,4,0
13987,1,0,1,1,0,68,45282,1,0
13988,1,0,1,0,1,23,48162,7,1
13989,1,1,1,1,0,24,34563,9,1
13990,1,0,0,0,1,58,32581,3,1
13991,1,0,1,1,0,39,20280,8,0
13992,0,0,1,0,0,63,90007,8,1
13993,0,0,1,0,0,55,28588,8,0
13994,1,1,1,0,0,33,21934,9,1
13995,0,0,1,1,1,49,47536,3,1
13996,1,1,1,0,0,62,91821,5,0
13997,0,0,1,1,0,63,79559,8,1
13998,0,0,1,0,1,24,70068,4,0
13999,0,1,0,1,1,62,57095,2,1
14000,0,1,0,1,1,43,61135,1,0
14001,0,0,0,0,1,66,85612,9,1
14002,0,1,1,0,0,51,20890,7,1
14003,0,1,0,0,1,45,63746,7,0
14004,0,1,0,1,1,52,77350,0,1
14005,0,1,0,1,1,46,67229,6,0
14006,0,1,1,0,1,59,68046,6,0
14007,0,0,1,1,0,30,48989,4,0
14008,0,1,1,0,1,35,60526,3,0
14009,0,0,0,1,0,68,51436,9,0
14010,1,0,1,0,0,63,88803,2,0
14011,0,0,1,0,1,55,45903,3,0
14012,0,1,1,0,1,43,34487,4,1
14013,0,0,1,0,0,62,71322,2,0
14014,0,1,1,0,1,40,40577,5,0
14015,0,1,0,0,0,61,26428,9,0
14016,0,1,1,0,1,53,29025,8,1
14017,1,0,1,1,0,69,41498,7,0
14018,1,1,0,1,0,32,73356,1,1
14019,1,0,1,0,1,45,41575,1,1
14020,0,1,1,1,0,47,54257,8,1
14021,0,0,0,0,0,60,61138,9,0
14022,0,0,0,1,0,28,98242,5,1
14023,1,1,0,0,1,33,44632,0,0
14024,0,1,0,0,0,31,93811,4,0
14025,0,1,0,1,1,32,77073,7,1
14026,1,0,1,0,1,65,34133,0,1
14027,1,1,0,1,1,59,38784,4,0
14028,0,0,1,0,1,18,21146,9,1
14029,0,0,0,0,0,66,54621,2,1
14030,0,0,1,0,0,43,64635,2,0
14031,0,1,0,0,1,52,46306,6,0
14032,1,1,1,0,1,34,45478,4,0
14033,0,1,0,1,1,43,47781,2,0
14034,0,1,0,1,0,18,76473,3,0
14035,1,0,0,0,1,45,93390,6,0
14036,0,0,0,0,0,43,46480,5,1
14037,0,1,1,0,0,56,61138,6,0
14038,1,1,1,1,0,45,60084,1,1
14039,1,0,1,0,0,25,62014,7,1
14040,0,1,1,1,1,45,88820,7,0
14041,1,0,0,0,0,34,66940,1,0
14042,1,0,0,0,0,19,74246,8,0
14043,0,1,1,1,1,58,37902,4,1
14044,1,0,0,1,0,35,47450,3,1
14045,0,0,0,0,1,20,20616,8,0
14046,0,0,1,1,1,45,77277,0,0
14047,0,1,0,0,1,45,90588,7,1
14048,0,0,0,1,0,69,29079,4,1
14049,1,1,1,1,1,56,30408,2,1
14050,0,0,1,1,0,24,50555,8,0
14051,0,1,1,1,0,36,71097,0,0
14052,0,0,0,1,0,49,59414,7,0
14053,0,0,1,1,0,65,40313,6,1
14054,1,0,0,1,1,34,30135,4,1
14055,1,0,0,1,1,26,57109,7,0
14056,1,1,0,1,1,40,43737,0,1
14057,0,0,1,0,1,51,22471,1,0
14058,1,0,1,1,1,26,80760,8,0
14059,1,1,0,0,0,21,78365,7,0
14060,0,0,1,0,0,43,73280,2,0
14061,1,0,1,1,1,57,33673,1,0
14062,0,1,1,0,0,64,54192,0,1
14063,1,0,1,0,1,69,65588,5,0
14064,1,1,1,1,0,23,35090,9,1
14065,1,0,0,0,1,55,42837,7,1
14066,1,1,0,0,0,31,29184,0,0
14067,0,0,1,0,0,63,42954,5,0
14068,0,1,1,0,0,44,50718,4,1
14069,1,1,0,1,0,18,91068,0,0
14070,0,1,0,1,1,56,65956,3,1
14071,1,0,1,1,0,63,45810,3,0
14072,1,0,1,0,1,44,86800,5,1
14073,1,1,1,1,0,69,46827,8,0
14074,1,0,1,0,0,54,69843,4,1
14075,1,1,1,0,0,31,57450,9,1
14076,1,1,0,0,1,62,74975,1,0
14077,0,0,0,0,1,45,96416,3,0
14078,0,1,1,0,1,38,57083,9,0
14079,1,0,1,1,1,68,37032,1,1
14080,0,1,0,1,1,49,55639,8,1
14081,1,0,0,1,0,34,61363,8,1
14082,0,1,0,1,1,27,92563,2,0
14083,0,1,1,1,1,60,77800,9,1
14084,0,0,0,0,0,69,67229,7,0
14085,1,0,1,1,0,56,75329,0,1
14086,0,0,0,1,0,57,63335,2,0
14087,1,1,1,0,0,33,99153,4,0
14088,1,1,1,1,0,48,71545,7,1
14089,1,0,0,1,1,53,36840,5,1
14090,0,0,1,0,0,41,98006,3,1
14091,0,0,1,1,1,64,78195,0,0
14092,0,0,0,0,1,61,92153,1,0
14093,1,0,1,1,1,51,76127,2,0
14094,1,0,1,0,0,32,68189,6,1
14095,0,0,0,1,1,33,54310,8,0
14096,1,0,1,0,0,62,92115,5,1
14097,0,0,0,0,0,48,95466,9,1
14098,0,0,1,1,0,56,65695,3,1
14099,0,1,0,1,0,66,44482,1,0
14100,0,0,0,1,0,38,80691,4,1
14101,1,1,0,1,0,20,28544,7,0
14102,0,1,0,1,1,65,45878,8,1
14103,0,1,0,1,0,64,75399,0,0
14104,0,1,1,1,1,44,58576,7,1
14105,0,1,1,0,1,55,66816,9,1
14106,0,1,0,1,1,20,34290,9,0
14107,0,1,1,0,0,51,37936,8,0
14108,0,0,0,1,1,45,67899,4,0
14109,1,0,0,1,0,41,96101,3,0
14110,1,1,1,1,0,27,62657,5,1
14111,1,1,0,1,1,59,95131,2,0
14112,1,1,1,0,1,42,29320,0,1
14113,0,1,0,0,0,44,36088,4,1
14114,1,1,0,0,1,62,52706,2,1
14115,1,0,1,0,0,61,30593,4,1
14116,1,1,0,1,1,30,46563,4,1
14117,0,1,1,1,1,18,56389,4,1
14118,1,0,1,1,1,63,29580,7,1
14119,1,1,0,0,1,38,46535,1,1
14120,0,1,0,1,0,39,85700,8,0
14121,1,1,1,0,1,61,33337,4,0
14122,0,0,1,1,0,55,75423,4,0
14123,1,1,1,0,1,39,24479,1,0
14124,0,0,0,1,0,38,41028,8,1
14125,1,0,0,1,1,68,34632,9,1
14126,1,0,1,1,1,49,40026,2,1
14127,1,1,0,0,0,37,23922,8,0
14128,0,1,0,1,0,32,67342,3,0
14129,1,1,1,1,1,60,25534,6,1
14130,0,1,1,0,0,31,72991,9,0
14131,0,0,0,0,1,18,54247,9,1
14132,0,0,0,1,0,30,28853,2,1
14133,0,1,0,1,1,60,50369,5,0
14134,1,1,0,0,1,64,63511,5,1
14135,1,1,0,0,1,21,64948,7,1
14136,1,0,1,1,1,34,73167,3,1
14137,0,1,0,1,1,35,29262,3,1
14138,1,0,0,1,1,47,46515,2,1
14139,0,1,0,1,0,29,93945,2,0
14140,0,1,1,0,1,50,75740,2,1
14141,0,0,1,1,0,54,47151,8,0
14142,1,0,1,0,1,63,31080,4,0
14143,1,0,1,0,0,61,28079,9,1
14144,0,0,0,1,0,38,45673,0,0
14145,1,0,1,0,1,26,26522,8,0
14146,1,1,0,1,1,55,40121,9,1
14147,0,1,1,0,1,33,77427,4,1
14148,0,0,0,0,1,60,23840,1,0
14149,1,1,1,1,1,25,60774,6,0
14150,0,0,0,1,1,37,24178,1,0
14151,0,0,1,0,0,68,51818,8,1
14152,1,1,0,1,0,65,85364,3,1
14153,1,1,1,1,1,55,72337,4,0
14154,0,0,1,1,0,54,81191,3,1
14155,1,0,0,1,0,50,59006,1,0
14156,0,1,0,1,0,64,34328,3,1
14157,0,1,0,1,1,21,92180,9,1
14158,1,1,0,1,0,51,78788,8,1
14159,0,0,1,0,1,51,41303,9,1
14160,0,0,1,1,1,40,32728,9,1
14161,0,0,1,0,1,43,23235,9,0
14162,1,0,1,1,1,27,57979,1,0
14163,1,0,0,1,1,44,83515,7,0
14164,1,0,0,0,0,28,87891,9,1
14165,0,1,0,1,0,40,49051,8,1
14166,0,1,0,0,1,48,73473,2,1
14167,1,1,1,0,0,62,75956,0,1
14168,1,1,1,1,1,39,58202,7,0
14169,1,0,0,0,0,52,59836,0,1
14170,0,1,1,1,1,68,41041,7,0
14171,1,0,1,0,1,42,83955,2,0
14172,0,0,0,1,1,52,66272,1,1
14173,1,1,1,1,0,21,51547,8,1
14174,0,1,0,0,0,22,43838,5,0
14175,0,0,1,1,0,48,58227,4,1
14176,1,1,1,0,0,44,60568,3,0
14177,0,0,0,1,1,28,56020,2,0
14178,1,1,1,0,0,20,55112,0,0
14179,0,1,0,1,0,64,38513,8,1
14180,0,0,0,0,0,65,69809,4,0
14181,1,1,0,1,1,59,37117,5,1
14182,0,0,0,1,0,52,39199,5,1
14183,1,0,0,0,1,42,86933,0,0
14184,1,1,1,0,1,33,25888,9,0
14185,1,0,0,1,0,43,92658,7,1
14186,0,1,1,0,0,46,27081,1,1
14187,0,1,0,0,1,21,65464,3,0
14188,0,1,0,1,0,59,39462,5,0
14189,1,1,1,0,0,44,34426,2,0
14190,1,0,1,1,0,24,22794,3,0
14191,0,0,1,1,0,57,76882,0,0
14192,0,1,0,0,0,27,58966,9,0
14193,1,1,1,1,1,38,32257,3,0
14194,0,0,0,1,0,66,49054,0,1
14195,1,0,0,1,1,50,80237,8,0
14196,0,1,1,1,1,65,65081,7,1
14197,1,1,0,0,0,69,78805,2,1
14198,0,1,1,0,1,27,74951,4,1
14199,0,1,1,1,0,25,64154,7,0
14200,1,0,0,1,0,21,63523,1,0
14201,1,1,0,0,1,58,64235,9,0
14202,1,1,0,0,1,30,51678,5,1
14203,0,1,1,1,1,28,76215,1,1
14204,1,0,0,0,1,57,83186,2,1
14205,1,1,1,0,0,31,52125,4,0
14206,0,0,0,1,1,37,44776,6,0
14207,1,1,0,1,1,21,57626,1,1
14208,1,1,1,0,0,26,37989,7,1
14209,1,0,1,0,0,22,28849,6,0
14210,0,1,0,1,1,59,83781,4,1
14211,0,1,0,1,0,55,57926,0,1
14212,0,0,1,1,0,51,27668,2,1
14213,1,0,1,1,0,28,22565,5,0
14214,0,0,0,1,0,67,46149,9,1
14215,1,0,0,1,0,52,51442,1,0
14216,1,1,1,1,1,52,46128,3,0
14217,1,1,0,0,0,23,26995,9,1
14218,0,0,0,1,1,33,56177,5,1
14219,0,1,0,1,1,21,77968,4,1
14220,1,1,1,0,1,50,33151,1,1
14221,1,1,0,1,0,31,67507,3,0
14222,0,1,1,1,0,19,47789,3,1
14223,0,1,0,0,1,60,95368,7,0
14224,0,1,0,1,1,45,98698,1,0
14225,1,1,1,0,1,29,75113,0,0
14226,0,0,1,1,0,48,91833,1,1
14227,0,1,0,1,1,33,25708,8,1
14228,0,0,0,1,0,58,71091,0,0
14229,1,1,0,1,1,23,28119,7,0
14230,0,1,1,0,1,49,59104,7,0
14231,1,0,0,1,1,21,50581,8,0
14232,1,0,1,1,0,46,27462,1,1
14233,1,0,1,0,0,39,56283,5,0
14234,0,0,0,1,1,25,58878,4,0
14235,0,0,1,1,1,30,61842,1,1
14236,0,0,0,1,1,20,76617,3,0
14237,1,1,0,1,0,58,23293,3,0
14238,0,1,1,0,1,69,64622,7,0
14239,1,0,0,1,0,27,25387,5,0
14240,0,1,1,1,1,38,32831,2,0
14241,0,0,1,0,1,58,35438,9,0
14242,0,0,1,0,0,51,90341,9,1
14243,0,0,0,1,0,38,79497,5,0
14244,1,0,1,1,0,27,38054,4,0
14245,1,1,0,0,0,52,83679,4,0
14246,1,0,1,1,1,18,66337,5,0
14247,1,1,1,1,0,64,73170,1,1
14248,0,1,1,0,1,18,89834,2,1
14249,1,1,1,0,0,32,43023,3,0
14250,1,1,1,1,1,53,68827,9,1
14251,1,0,1,0,0,50,30325,6,0
14252,0,0,1,0,1,25,66747,5,0
14253,1,0,0,0,1,33,66100,6,0
14254,1,1,0,1,1,18,44189,7,0
14255,0,0,1,0,0,36,67856,7,1
14256,0,0,1,1,0,33,87573,1,0
14257,1,0,1,1,0,27,51297,0,1
14258,1,0,0,1,0,57,59887,0,1
14259,0,0,0,1,1,20,65159,8,1
14260,1,1,1,1,0,53,29863,9,1
14261,0,1,1,0,1,28,22428,0,0
14262,1,0,0,0,1,24,36596,4,0
14263,1,1,0,1,0,39,84265,1,0
14264,1,1,0,0,1,23,56737,6,1
14265,1,1,0,0,1,34,72406,9,0
14266,1,1,1,1,1,66,95101,2,0
14267,0,0,0,0,0,52,75689,5,0
14268,0,1,0,1,0,44,23280,0,1
14269,1,1,1,0,0,33,93970,5,0
14270,1,1,1,1,0,27,41938,4,1
14271,1,1,1,0,1,32,74928,7,1
14272,0,0,0,1,1,58,39774,1,0
14273,0,1,0,1,1,55,20139,3,1
14274,0,0,0,1,0,65,95587,9,0
14275,0,0,1,1,1,56,85207,7,1
14276,0,1,0,0,1,34,64835,6,1
14277,0,0,0,0,0,45,52876,1,0
14278,0,0,0,0,1,34,25252,4,1
14279,0,0,1,1,0,68,68158,5,0
14280,1,0,0,0,0,36,80187,6,0
14281,0,0,1,1,1,45,84589,5,0
14282,0,1,0,1,0,51,82375,7,1
14283,0,0,0,0,1,55,80495,6,1
14284,0,1,1,0,0,30,31442,0,1
14285,1,1,1,1,0,58,67073,5,0
14286,0,1,1,1,1,34,62450,1,1
14287,1,1,0,0,0,66,83749,2,1
14288,1,1,1,1,0,43,24089,2,1
14289,1,1,1,1,0,28,56702,1,1
14290,0,1,0,0,0,68,91483,3,1
14291,0,1,0,0,1,48,95369,4,0
14292,0,1,1,1,0,37,81873,7,1
14293,1,0,0,0,1,21,72039,7,1
14294,1,0,1,0,1,28,97701,0,1
14295,1,1,0,0,0,66,70817,9,0
14296,1,1,0,1,1,37,82989,7,1
14297,0,0,1,0,0,40,39875,9,1
14298,0,1,1,1,1,46,38485,2,1
14299,0,1,1,0,1,57,79216,9,0
14300,1,0,0,1,0,37,54620,7,1
14301,1,1,1,1,1,49,79283,4,1
14302,0,0,1,0,0,25,91098,3,0
14303,0,1,1,1,0,69,57342,4,1
14304,1,1,0,0,1,49,39392,7,1
14305,0,1,1,1,1,31,79453,9,1
14306,0,1,0,1,1,41,34530,6,1
14307,1,1,0,0,0,57,35437,4,1
14308,1,0,1,0,0,50,68207,6,1
14309,1,1,1,1,0,28,62980,0,0
14310,0,1,0,0,1,24,96984,5,0
14311,1,0,0,1,0,58,84984,9,1
14312,0,1,1,1,1,63,24213,4,1
14313,0,1,0,1,1,41,66761,6,0
14314,1,1,0,0,0,46,24098,3,0
14315,0,0,0,1,1,29,78042,9,0
14316,1,0,0,1,0,42,63085,4,0
14317,1,1,1,1,0,26,45709,2,0
14318,0,1,1,1,0,58,51503,5,1
14319,0,0,0,0,1,61,69479,9,0
14320,1,1,1,0,0,60,90986,2,0
14321,1,0,1,0,0,26,72551,7,0
14322,1,1,0,1,1,51,46302,1,0
14323,1,0,1,1,0,60,91979,9,1
14324,1,0,1,1,0,65,88219,4,0
14325,1,1,0,0,1,40,95114,3,1
14326,0,0,0,0,1,51,90391,6,1
14327,0,1,1,1,1,61,24320,2,0
14328,0,0,1,1,1,48,89974,2,0
14329,0,1,0,1,0,21,90600,6,1
14330,1,0,1,0,1,18,59027,9,1
14331,0,1,1,0,1,57,70665,5,1
14332,0,0,1,1,0,67,81592,7,0
14333,1,0,1,0,0,42,74795,4,0
14334,0,1,1,0,0,68,41937,0,1
14335,1,1,0,1,1,44,62844,2,1
14336,1,0,0,1,0,20,22329,0,0
14337,1,0,0,1,1,58,20254,1,1
14338,1,1,0,0,0,69,67083,6,1
14339,1,0,1,1,0,21,53560,5,0
14340,0,1,0,1,0,22,74399,8,1
14341,0,1,0,1,1,56,28540,6,0
14342,0,1,1,1,0,27,84695,6,1
14343,1,1,0,0,0,47,73918,3,1
14344,0,1,0,1,0,23,79495,9,1
14345,0,1,0,1,0,31,94006,7,1
14346,0,0,0,1,1,53,83099,2,1
14347,0,1,1,0,1,49,45277,6,0
14348,1,0,0,0,0,24,72532,8,0
14349,0,1,0,1,1,23,40556,0,0
14350,1,1,1,1,0,58,68603,6,0
14351,1,0,0,1,0,27,89480,8,0
14352,0,1,0,0,1,22,64154,9,0
14353,1,1,0,1,0,46,91765,5,1
14354,1,1,0,0,1,44,36919,6,0
14355,1,1,1,1,0,25,27684,6,1
14356,1,0,1,1,1,48,81261,8,0
14357,1,0,0,0,0,62,45946,9,1
14358,1,0,0,1,0,44,43829,9,0
14359,1,0,1,0,0,65,47782,8,1
14360,0,0,1,0,1,59,47834,7,1
14361,0,1,0,0,1,40,79125,7,1
14362,1,1,1,1,1,60,34214,1,1
14363,1,1,1,0,0,26,59891,1,0
14364,0,0,0,1,0,66,52770,4,1
14365,0,0,1,0,0,57,77223,4,0
14366,0,0,0,0,1,47,89966,7,0
14367,0,0,0,1,0,66,56972,4,1
14368,1,1,0,1,0,43,48858,1,1
14369,1,0,0,1,1,56,32794,3,1
14370,0,0,1,1,1,58,47276,8,0
14371,0,1,1,0,1,54,99394,7,0
14372,0,0,1,1,0,27,35217,3,1
14373,0,0,1,1,1,41,70525,9,0
14374,1,0,0,0,1,30,79456,1,0
14375,0,0,0,0,0,55,61167,8,0
14376,0,1,0,0,1,38,55005,5,0
14377,0,0,1,0,0,41,57030,7,0
14378,1,1,1,0,0,50,82400,6,0
14379,1,1,0,0,0,50,98285,3,1
14380,1,0,1,0,1,39,95517,8,0
14381,0,0,0,0,1,37,24830,4,0
14382,0,1,0,0,1,37,20769,0,0
14383,0,0,1,1,1,59,25115,7,0
14384,1,0,1,0,1,40,84091,6,0
14385,1,0,1,0,1,63,82288,0,1
14386,0,0,1,1,1,48,87996,4,0
14387,0,0,1,1,0,37,76373,8,0
14388,1,0,1,1,0,19,31769,6,1
14389,0,1,1,0,0,67,86239,7,0
14390,0,0,1,0,1,62,55872,7,0
14391,0,1,0,0,1,61,69200,8,0
14392,1,1,0,0,1,34,91406,6,1
14393,0,1,1,0,0,25,45340,4,0
14394,0,0,0,1,1,18,74467,9,1
14395,0,1,1,1,1,46,91973,4,1
14396,0,1,1,1,0,38,35809,1,0
14397,1,1,1,1,0,24,47601,9,0
14398,1,0,0,1,0,66,27192,8,0
14399,1,1,1,1,0,42,41507,6,0
14400,0,1,1,0,0,40,28521,5,1
14401,1,0,1,1,1,58,49779,6,1
14402,0,0,0,1,1,56,46279,1,1
14403,1,1,1,0,0,34,44449,8,0
14404,0,1,1,0,1,60,43554,6,1
14405,1,0,0,1,0,27,76723,7,1
14406,1,0,0,0,0,46,34251,7,1
14407,1,0,0,0,0,24,91340,0,0
14408,0,1,1,1,0,18,28072,4,1
14409,0,0,0,0,0,55,72778,6,1
14410,0,1,0,1,1,24,59198,7,0
14411,1,1,0,0,0,53,98618,1,1
14412,0,0,1,0,0,46,46601,1,0
14413,0,1,0,1,0,59,93949,3,1
14414,0,1,1,0,1,44,78191,8,0
14415,0,1,1,0,1,18,92135,1,0
14416,0,0,1,1,0,39,84980,0,0
14417,0,0,1,1,1,62,95975,5,1
14418,1,1,0,0,1,52,64778,6,1
14419,1,0,0,1,1,55,20319,3,0
14420,0,0,1,1,1,21,28581,5,0
14421,1,0,1,0,1,19,59276,0,1
14422,1,0,1,1,1,36,66555,4,0
14423,0,0,0,0,0,21,78082,3,1
14424,0,0,0,1,0,27,82416,2,0
14425,1,0,0,1,1,20,79749,2,1
14426,0,1,1,0,0,63,34546,8,0
14427,1,0,1,1,0,23,81278,2,0
14428,1,0,0,1,1,66,91500,1,1
14429,1,0,0,1,1,26,84612,3,0
14430,0,0,1,1,0,24,82767,7,0
14431,1,1,0,0,1,18,78773,7,1
14432,0,0,1,0,1,55,63853,4,1
14433,0,1,1,1,0,28,25572,2,0
14434,0,0,1,0,0,57,86419,4,0
14435,0,0,0,1,0,58,99914,5,1
14436,0,0,0,1,1,36,95418,0,1
14437,1,0,0,0,1,49,24370,2,1
14438,0,1,0,1,1,51,24328,3,1
14439,0,0,1,1,1,46,48879,0,0
14440,0,0,1,0,1,68,68879,9,1
14441,0,1,0,1,1,45,89571,5,1
14442,0,1,0,0,0,52,69659,0,0
14443,1,1,1,0,0,60,81330,1,1
14444,0,1,0,0,1,52,74887,0,1
14445,0,1,0,0,1,66,66642,3,0
14446,1,1,1,0,1,26,93733,8,0
14447,0,0,0,0,0,28,90413,8,0
14448,1,0,1,1,0,37,53704,5,1
14449,1,0,0,1,0,31,63850,4,1
14450,1,1,0,1,0,49,55414,2,0
14451,1,0,1,0,0,24,80230,7,1
14452,0,1,1,0,1,46,98296,5,0
14453,0,0,1,0,0,56,46718,2,0
14454,1,0,1,1,1,22,40794,7,0
14455,1,0,1,1,1,25,53887,3,1
14456,0,0,1,1,0,61,42577,7,1
14457,1,0,1,1,1,67,93178,0,1
14458,1,1,0,0,0,54,67908,0,1
14459,1,1,0,1,0,44,79798,5,1
14460,0,0,0,1,1,35,25667,7,0
14461,1,1,0,0,0,18,90369,3,0
14462,0,0,1,0,0,46,91695,5,1
14463,0,0,0,0,1,37,88776,3,0
14464,0,0,1,1,1,66,57601,0,1
14465,1,1,0,0,1,65,21918,7,0
14466,1,0,1,1,1,62,54442,5,0
14467,0,1,1,0,0,54,34385,2,0
14468,0,1,1,0,0,57,53287,8,0
14469,0,0,1,0,0,50,54263,7,1
14470,1,1,1,0,0,32,88402,1,1
14471,1,0,0,1,1,55,21013,5,0
14472,0,0,1,0,1,69,74919,4,0
14473,0,1,0,1,1,60,28558,0,0
14474,1,1,1,0,1,28,70317,3,1
14475,0,0,0,0,0,40,48964,3,1
14476,1,1,1,0,1,31,46485,9,0
14477,1,0,1,0,1,46,68950,6,1
14478,0,0,1,1,1,42,54423,4,1
14479,0,1,0,1,0,32,77198,6,1
14480,1,0,1,0,0,66,20951,7,1
14481,1,1,1,0,1,24,79991,4,1
14482,1,0,0,0,1,45,42314,8,1
14483,1,0,1,1,1,69,95284,2,1
14484,1,0,1,1,1,30,29913,1,1
14485,0,0,1,0,0,44,91373,4,1
14486,1,1,0,0,1,30,35100,6,1
14487,1,0,1,0,1,54,31606,2,1
14488,1,0,1,1,1,51,37168,8,0
14489,0,1,1,0,1,50,65093,7,1
14490,0,0,0,0,1,36,83956,8,0
14491,1,1,1,0,1,67,36057,2,0
14492,1,0,0,0,0,41,26620,2,0
14493,0,1,0,0,1,29,78923,7,1
14494,0,0,1,0,1,46,83637,8,1
14495,0,1,0,1,1,59,86301,6,0
14496,0,0,0,0,0,23,97470,2,0
14497,1,1,1,1,0,40,35325,8,1
14498,0,1,1,1,1,40,33637,6,1
14499,1,0,0,0,0,57,93070,6,1
14500,1,1,1,0,0,31,75591,6,0
14501,0,0,0,1,0,21,94271,0,1
14502,0,0,1,0,0,23,93678,5,0
14503,0,1,0,0,1,35,99005,1,1
14504,0,0,1,1,0,39,77471,9,1
14505,1,0,0,1,0,25,77101,6,0
14506,1,1,1,0,1,33,74321,9,1
14507,1,0,1,1,1,61,86493,4,0
14508,0,1,0,1,1,65,85560,0,1
14509,1,1,0,1,1,60,89944,8,0
14510,0,1,0,1,0,39,69962,3,0
14511,1,1,1,1,1,45,98753,3,0
14512,0,0,0,1,1,51,61122,7,1
14513,1,0,1,1,0,57,73903,3,0
14514,1,1,0,1,0,57,22542,1,1
